,Year,Cause Name,State,Death Counts,State Population(adjusted by year),"Deaths per 100,000 people",Alcohol Consumption,Drunk Driving Penalties,Legal Driving Age,Rural Freeway Speed Limits,Gun Laws,Summer Temperature,Mean Temperature,Winter Temperature,Unemployment Rate,Average Income,Quality of Life,Kids Proportion,Adult Proportion,Elderly Proportion,Smoking Proportion,Air Pollution,Overweight Proportion,High Blood Pressure Proportion,Gender Ratio,Cancer Death Proportion,AD Death Proportion
7902,2003,CLRD,Alaska,147,651000.0,22.58,1.0,0.0,16.0,65.0,5.0,52.3,26.6,2.6,7.3,"51,837",19.0,25.0,69.3,5.7,21.0,7.4,31.4,31.8,1.09,112.9,8.6
7903,2003,CLRD,Alabama,2434,4488000.0,54.23,0.0,0.0,16.0,70.0,4.0,78.6,62.8,46.5,3.8,"37,255",35.0,22.5,64.5,13.0,20.9,8.4,35.7,41.9,0.938,218.63,28.25
7904,2003,Alzheimer's disease,Wyoming,142,499000.0,28.46,1.0,1.0,16.0,75.0,5.0,63.5,42.0,21.2,3.9,"42,555",11.0,23.6,64.7,11.7,18.7,5.0,27.7,30.8,1.043,188.98,28.46
7905,2003,Alzheimer's disease,Wisconsin,1411,5475000.0,25.77,1.0,1.0,16.0,65.0,4.0,66.8,43.1,17.2,2.9,"46,269",3.0,22.1,64.8,13.1,16.0,6.8,30.7,30.8,0.988,194.48,25.77
7906,2003,Alzheimer's disease,West Virginia,470,1803000.0,26.07,0.0,0.0,16.0,70.0,5.0,70.2,51.8,32.8,5.4,"32,763",45.0,22.4,62.3,15.3,26.0,7.8,37.7,43.5,0.977,255.68,26.07
7907,2003,Alzheimer's disease,Washington,2380,6119000.0,38.9,1.0,1.0,16.0,70.0,3.0,63.8,48.3,33.0,4.8,"47,508",21.0,22.2,66.6,11.2,13.5,8.0,28.6,29.5,0.988,180.81,38.9
7908,2003,Alzheimer's disease,Virginia,1466,7371000.0,19.89,1.0,0.0,16.25,70.0,4.0,73.2,55.1,36.8,3.4,"54,783",41.0,22.1,66.7,11.2,16.4,7.2,29.0,32.4,0.9670000000000001,186.96,19.89
7909,2003,Alzheimer's disease,Vermont,171,617000.0,27.71,0.0,0.0,16.0,65.0,5.0,65.1,42.9,19.4,2.8,"43,261",26.0,18.7,68.6,12.7,15.8,5.2,27.1,30.4,0.975,196.11,27.71
7910,2003,Alzheimer's disease,Utah,332,2373000.0,13.99,0.0,0.0,16.0,75.0,4.0,69.6,48.6,28.2,3.1,"49,275",22.0,29.9,61.6,8.5,8.9,8.3,25.4,24.5,1.016,102.99,13.99
7911,2003,Alzheimer's disease,United States,63457,290448000.0,21.85,,,,,,,,,,"43,318",,,,,,,,,,191.74,21.85
7912,2003,Alzheimer's disease,Texas,4015,22086000.0,18.18,1.0,1.0,16.0,85.0,4.0,81.1,64.8,47.9,4.0,"39,271",46.0,26.0,64.1,9.9,15.7,8.6,34.8,32.5,0.987,153.34,18.18
7913,2003,Alzheimer's disease,Tennessee,1466,5853000.0,25.05,0.0,0.0,16.0,70.0,4.0,75.6,57.6,39.1,3.4,"37,523",28.0,22.4,65.2,12.4,22.6,7.7,29.6,38.7,0.95,215.5,25.05
7914,2003,Alzheimer's disease,South Dakota,174,767000.0,22.69,1.0,0.0,14.25,75.0,4.0,69.9,45.2,19.5,4.4,"39,522",5.0,24.7,61.0,14.3,19.3,5.4,32.3,30.8,1.0170000000000001,213.3,22.69
7915,2003,Alzheimer's disease,South Carolina,1051,4147000.0,25.34,1.0,0.0,15.5,70.0,3.0,78.4,62.4,46.1,4.5,"38,479",30.0,22.0,65.9,12.1,18.8,7.4,26.6,38.1,0.9420000000000001,205.26,25.34
7916,2003,Alzheimer's disease,Rhode Island,303,1073000.0,28.24,0.0,0.0,16.5,65.0,3.0,68.8,50.1,31.4,4.8,"44,711",23.0,19.6,65.9,14.5,14.9,7.6,30.7,33.1,0.9390000000000001,216.96,28.24
7917,2003,Alzheimer's disease,Pennsylvania,2952,12327000.0,23.95,0.0,0.0,16.5,65.0,4.0,68.6,48.8,28.4,4.1,"42,933",44.0,20.8,63.6,15.6,18.7,9.7,30.3,32.6,0.96,242.08,23.95
7918,2003,Alzheimer's disease,Oregon,1157,3557000.0,32.53,1.0,0.0,16.0,65.0,3.0,63.7,48.4,34.0,4.0,"41,638",18.0,21.1,66.1,12.8,16.1,7.7,28.7,30.1,0.983,203.32,32.53
7919,2003,Alzheimer's disease,Oklahoma,794,3500000.0,22.69,1.0,1.0,16.0,75.0,4.0,79.6,59.6,39.1,4.4,"35,902",17.0,24.4,62.4,13.2,20.1,7.9,32.8,37.7,0.983,209.66,22.69
7920,2003,Alzheimer's disease,Ohio,2902,11436000.0,25.380000000000006,1.0,0.0,16.0,70.0,4.0,70.9,50.7,29.5,2.6,"43,520",40.0,22.3,64.4,13.3,21.1,9.0,31.5,34.7,0.96,219.27,25.380000000000006
7921,2003,Alzheimer's disease,North Dakota,336,633000.0,53.08000000000001,0.0,1.0,15.0,75.0,4.0,66.6,40.4,12.2,4.5,"40,410",1.0,23.3,62.0,14.7,18.3,4.5,31.9,29.5,1.058,210.74,53.08000000000001
7922,2003,Alzheimer's disease,North Carolina,2145,8421000.0,25.47,0.0,0.0,16.0,70.0,4.0,75.7,59.0,42.1,4.6,"37,279",34.0,22.4,65.6,12.0,17.2,7.4,31.8,34.7,0.948,191.72,25.47
7923,2003,Alzheimer's disease,New York,1866,19208000.0,9.71,1.0,0.0,16.5,65.0,1.0,66.5,45.4,23.3,5.6,"42,788",37.0,20.9,66.2,12.9,14.1,7.0,25.5,29.4,0.9440000000000001,188.66,9.71
7924,2003,Alzheimer's disease,New Mexico,360,1870000.0,19.25,1.0,1.0,15.5,75.0,4.0,71.4,53.4,36.1,4.6,"35,105",8.0,23.4,64.9,11.7,17.5,5.8,28.3,30.5,0.981,165.94,19.25
7925,2003,Alzheimer's disease,New Jersey,1636,8605000.0,19.01,1.0,0.0,17.0,65.0,1.0,72.2,52.7,33.0,2.6,"56,045",49.0,22.0,64.8,13.2,13.7,8.3,27.4,33.0,0.9540000000000001,208.68,19.01
7926,2003,Alzheimer's disease,New Hampshire,286,1283000.0,22.29,0.0,1.0,16.0,65.0,5.0,65.5,43.8,21.1,4.9,"55,567",4.0,19.3,68.7,12.0,15.7,5.0,26.6,30.0,0.983,193.69,22.29
7927,2003,Alzheimer's disease,Nevada,309,2238000.0,13.81,1.0,1.0,16.0,75.0,3.0,69.0,49.9,32.2,2.8,"45,184",43.0,22.9,66.1,11.0,17.6,8.8,25.8,32.6,1.01,184.9,13.81
7928,2003,Alzheimer's disease,Nebraska,461,1735000.0,26.57,1.0,1.0,16.0,75.0,3.0,71.8,48.8,25.7,4.1,"43,974",14.0,24.8,61.6,13.6,15.4,7.1,32.0,30.6,0.998,192.45,26.57
7929,2003,Alzheimer's disease,Montana,235,917000.0,25.629999999999995,1.0,1.0,15.0,75.0,4.0,64.2,42.7,21.2,3.6,"34,108",13.0,21.8,64.8,13.4,17.2,6.8,25.5,29.0,1.004,201.42,25.629999999999995
7930,2003,Alzheimer's disease,Missouri,1293,5706000.0,22.66,0.0,1.0,16.0,70.0,5.0,75.4,54.5,32.3,4.5,"43,762",15.0,22.6,63.9,13.5,20.8,7.9,31.7,32.0,0.965,216.51,22.66
7931,2003,Alzheimer's disease,Mississippi,583,2868000.0,20.33,1.0,0.0,16.0,70.0,5.0,79.5,63.4,46.7,3.2,"32,728",6.0,23.9,64.0,12.1,22.2,7.6,37.3,40.8,0.941,207.81,20.33
7932,2003,Alzheimer's disease,Minnesota,1243,5052000.0,24.6,1.0,1.0,16.0,70.0,2.0,66.8,41.2,12.5,4.7,"52,823",2.0,23.3,64.6,12.1,14.5,7.1,27.8,26.6,0.995,181.77,24.6
7933,2003,Alzheimer's disease,Michigan,2133,10075000.0,21.17,0.0,0.0,16.0,70.0,3.0,66.2,44.4,21.7,3.5,"45,022",29.0,21.8,65.9,12.3,19.3,8.3,32.5,34.7,0.971,195.66,21.17
7934,2003,Alzheimer's disease,Massachusetts,1609,6439000.0,24.99,1.0,0.0,16.5,65.0,2.0,68.0,47.9,27.4,4.3,"50,955",25.0,20.0,66.5,13.5,13.7,6.0,23.6,28.6,0.945,210.45,24.99
7935,2003,Alzheimer's disease,Maryland,865,5494000.0,15.740000000000002,1.0,1.0,16.5,65.0,1.0,73.3,54.2,34.7,2.7,"52,314",31.0,22.3,66.4,11.3,13.8,8.3,29.9,32.4,0.9420000000000001,187.33,15.740000000000002
7936,2003,Alzheimer's disease,Maine,467,1303000.0,35.84,1.0,0.0,16.0,75.0,5.0,63.7,41.0,16.8,4.4,"37,113",12.0,18.9,66.7,14.4,17.3,6.5,29.9,34.8,0.961,239.45,35.84
7937,2003,Alzheimer's disease,Louisiana,1184,4474000.0,26.46,1.0,0.0,16.0,75.0,3.0,81.1,66.4,50.9,4.0,"33,507",42.0,23.7,64.7,11.6,23.1,8.0,35.5,39.0,0.956,213.08,26.46
7938,2003,Alzheimer's disease,Kentucky,1072,4114000.0,26.06,1.0,1.0,16.5,70.0,4.0,74.5,55.6,35.9,3.4,"36,936",27.0,22.7,64.8,12.5,24.6,8.2,34.2,39.4,0.971,227.95,26.06
7939,2003,Alzheimer's disease,Kansas,781,2722000.0,28.69,0.0,0.0,16.0,75.0,5.0,76.4,54.3,31.9,2.8,"44,232",16.0,24.5,62.2,13.3,17.4,6.9,31.2,32.8,0.995,195.89,28.69
7940,2003,Alzheimer's disease,Iowa,887,2936000.0,30.21,1.0,0.0,16.0,70.0,3.0,71.6,47.8,21.7,3.2,"41,384",9.0,23.3,61.8,14.9,17.1,7.2,32.0,31.5,0.987,220.33,30.21
7941,2003,Alzheimer's disease,Indiana,1515,6185000.0,24.49,0.0,1.0,16.25,70.0,4.0,72.4,51.7,29.4,4.6,"42,425",48.0,23.6,64.0,12.4,21.8,8.7,32.5,35.2,0.972,209.1,24.49
7942,2003,Alzheimer's disease,Illinois,2626,12625000.0,20.8,1.0,1.0,16.0,65.0,2.0,73.4,51.8,28.3,2.9,"45,153",47.0,22.6,65.3,12.1,15.5,9.6,31.6,32.2,0.9670000000000001,193.77,20.8
7943,2003,Alzheimer's disease,Idaho,355,1364000.0,26.03,0.0,1.0,15.0,75.0,5.0,63.7,44.4,25.4,2.1,"42,372",20.0,25.8,62.9,11.3,14.3,6.7,27.4,29.8,1.01,170.16,26.03
7944,2003,Alzheimer's disease,Hawaii,161,1240000.0,12.98,1.0,1.0,16.0,60.0,1.0,72.2,70.0,67.4,4.4,"51,834",36.0,21.4,65.3,13.3,12.8,5.8,23.8,30.6,1.0070000000000001,172.01999999999995,12.98
7945,2003,Alzheimer's disease,Georgia,1630,8740000.0,18.65,1.0,1.0,16.0,70.0,4.0,78.7,63.5,47.8,4.4,"42,438",32.0,24.1,66.3,9.6,17.5,8.6,31.4,33.1,0.946,160.54999999999995,18.65
7946,2003,Alzheimer's disease,Florida,4316,16959000.0,25.45,0.0,1.0,16.0,70.0,4.0,81.0,70.7,59.4,3.9,"38,972",33.0,20.0,62.4,17.6,16.1,7.1,27.4,34.6,0.956,232.35,25.45
7947,2003,Alzheimer's disease,District of Columbia,95,577000.0,16.46,,,,,,,,,,,,,,,,,,,0.902,194.45,16.46
7948,2003,Alzheimer's disease,Delaware,147,816000.0,18.01,1.0,1.0,16.5,65.0,2.0,74.2,55.3,36.1,4.3,"49,019",24.0,21.3,65.7,13.0,17.0,8.6,30.7,34.9,0.938,210.66,18.01
7949,2003,Alzheimer's disease,Connecticut,612,3473000.0,17.62,1.0,0.0,16.333,65.0,3.0,69.2,49.0,28.5,4.5,"54,965",38.0,20.7,65.5,13.8,12.7,7.7,26.0,30.5,0.953,205.33,17.62
7950,2003,Alzheimer's disease,Colorado,899,4555000.0,19.74,1.0,1.0,16.0,75.0,3.0,65.2,45.1,25.8,3.0,"49,940",10.0,22.5,67.8,9.7,14.6,6.7,22.3,25.9,1.012,140.88,19.74
7951,2003,Alzheimer's disease,California,6585,35377000.0,18.61,1.0,0.0,16.0,70.0,1.0,73.4,59.4,46.2,4.3,"49,300",50.0,22.9,66.5,10.6,11.3,11.9,25.0,28.4,0.988,153.54000000000005,18.61
7952,2003,Alzheimer's disease,Arkansas,552,2720000.0,20.29,0.0,0.0,16.0,70.0,3.0,78.8,60.4,41.5,3.8,"32,002",7.0,23.5,62.5,14.0,22.3,7.1,35.7,41.3,0.971,224.96,20.29
7953,2003,Alzheimer's disease,Arizona,1703,5579000.0,30.53,0.0,0.0,16.0,75.0,5.0,78.1,60.3,43.6,4.9,"41,166",39.0,23.3,63.7,13.0,15.6,9.7,29.0,30.7,0.988,172.56,30.53
7954,2003,Alzheimer's disease,Alaska,56,651000.0,8.6,1.0,0.0,16.0,65.0,5.0,52.3,26.6,2.6,7.3,"51,837",19.0,25.0,69.3,5.7,21.0,7.4,31.4,31.8,1.09,112.9,8.6
7955,2003,Alzheimer's disease,Alabama,1268,4488000.0,28.25,0.0,0.0,16.0,70.0,4.0,78.6,62.8,46.5,3.8,"37,255",35.0,22.5,64.5,13.0,20.9,8.4,35.7,41.9,0.938,218.63,28.25
7956,2003,All causes,Wyoming,4172,499000.0,836.0699999999998,1.0,1.0,16.0,75.0,5.0,63.5,42.0,21.2,3.9,"42,555",11.0,23.6,64.7,11.7,18.7,5.0,27.7,30.8,1.043,188.98,28.46
7957,2003,All causes,Wisconsin,46177,5475000.0,843.4200000000002,1.0,1.0,16.0,65.0,4.0,66.8,43.1,17.2,2.9,"46,269",3.0,22.1,64.8,13.1,16.0,6.8,30.7,30.8,0.988,194.48,25.77
7958,2003,All causes,West Virginia,21306,1803000.0,1181.7,0.0,0.0,16.0,70.0,5.0,70.2,51.8,32.8,5.4,"32,763",45.0,22.4,62.3,15.3,26.0,7.8,37.7,43.5,0.977,255.68,26.07
7959,2003,All causes,Washington,45920,6119000.0,750.45,1.0,1.0,16.0,70.0,3.0,63.8,48.3,33.0,4.8,"47,508",21.0,22.2,66.6,11.2,13.5,8.0,28.6,29.5,0.988,180.81,38.9
7960,2003,All causes,Virginia,58282,7371000.0,790.69,1.0,0.0,16.25,70.0,4.0,73.2,55.1,36.8,3.4,"54,783",41.0,22.1,66.7,11.2,16.4,7.2,29.0,32.4,0.9670000000000001,186.96,19.89
7961,2003,All causes,Vermont,5120,617000.0,829.8199999999998,0.0,0.0,16.0,65.0,5.0,65.1,42.9,19.4,2.8,"43,261",26.0,18.7,68.6,12.7,15.8,5.2,27.1,30.4,0.975,196.11,27.71
7962,2003,All causes,Utah,13412,2373000.0,565.19,0.0,0.0,16.0,75.0,4.0,69.6,48.6,28.2,3.1,"49,275",22.0,29.9,61.6,8.5,8.9,8.3,25.4,24.5,1.016,102.99,13.99
7963,2003,All causes,United States,2448288,290448000.0,842.9399999999998,,,,,,,,,,"43,318",,,,,,,,,,191.74,21.85
7964,2003,All causes,Texas,154870,22086000.0,701.21,1.0,1.0,16.0,85.0,4.0,81.1,64.8,47.9,4.0,"39,271",46.0,26.0,64.1,9.9,15.7,8.6,34.8,32.5,0.987,153.34,18.18
7965,2003,All causes,Tennessee,57313,5853000.0,979.21,0.0,0.0,16.0,70.0,4.0,75.6,57.6,39.1,3.4,"37,523",28.0,22.4,65.2,12.4,22.6,7.7,29.6,38.7,0.95,215.5,25.05
7966,2003,All causes,South Dakota,7132,767000.0,929.86,1.0,0.0,14.25,75.0,4.0,69.9,45.2,19.5,4.4,"39,522",5.0,24.7,61.0,14.3,19.3,5.4,32.3,30.8,1.0170000000000001,213.3,22.69
7967,2003,All causes,South Carolina,38112,4147000.0,919.03,1.0,0.0,15.5,70.0,3.0,78.4,62.4,46.1,4.5,"38,479",30.0,22.0,65.9,12.1,18.8,7.4,26.6,38.1,0.9420000000000001,205.26,25.34
7968,2003,All causes,Rhode Island,10039,1073000.0,935.6,0.0,0.0,16.5,65.0,3.0,68.8,50.1,31.4,4.8,"44,711",23.0,19.6,65.9,14.5,14.9,7.6,30.7,33.1,0.9390000000000001,216.96,28.24
7969,2003,All causes,Pennsylvania,129769,12327000.0,1052.72,0.0,0.0,16.5,65.0,4.0,68.6,48.8,28.4,4.1,"42,933",44.0,20.8,63.6,15.6,18.7,9.7,30.3,32.6,0.96,242.08,23.95
7970,2003,All causes,Oregon,30912,3557000.0,869.05,1.0,0.0,16.0,65.0,3.0,63.7,48.4,34.0,4.0,"41,638",18.0,21.1,66.1,12.8,16.1,7.7,28.7,30.1,0.983,203.32,32.53
7971,2003,All causes,Oklahoma,35721,3500000.0,1020.6,1.0,1.0,16.0,75.0,4.0,79.6,59.6,39.1,4.4,"35,902",17.0,24.4,62.4,13.2,20.1,7.9,32.8,37.7,0.983,209.66,22.69
7972,2003,All causes,Ohio,109110,11436000.0,954.09,1.0,0.0,16.0,70.0,4.0,70.9,50.7,29.5,2.6,"43,520",40.0,22.3,64.4,13.3,21.1,9.0,31.5,34.7,0.96,219.27,25.380000000000006
7973,2003,All causes,North Dakota,6090,633000.0,962.09,0.0,1.0,15.0,75.0,4.0,66.6,40.4,12.2,4.5,"40,410",1.0,23.3,62.0,14.7,18.3,4.5,31.9,29.5,1.058,210.74,53.08000000000001
7974,2003,All causes,North Carolina,73459,8421000.0,872.33,0.0,0.0,16.0,70.0,4.0,75.7,59.0,42.1,4.6,"37,279",34.0,22.4,65.6,12.0,17.2,7.4,31.8,34.7,0.948,191.72,25.47
7975,2003,All causes,New York,155877,19208000.0,811.52,1.0,0.0,16.5,65.0,1.0,66.5,45.4,23.3,5.6,"42,788",37.0,20.9,66.2,12.9,14.1,7.0,25.5,29.4,0.9440000000000001,188.66,9.71
7976,2003,All causes,New Mexico,14805,1870000.0,791.7099999999998,1.0,1.0,15.5,75.0,4.0,71.4,53.4,36.1,4.6,"35,105",8.0,23.4,64.9,11.7,17.5,5.8,28.3,30.5,0.981,165.94,19.25
7977,2003,All causes,New Jersey,73689,8605000.0,856.3499999999998,1.0,0.0,17.0,65.0,1.0,72.2,52.7,33.0,2.6,"56,045",49.0,22.0,64.8,13.2,13.7,8.3,27.4,33.0,0.9540000000000001,208.68,19.01
7978,2003,All causes,New Hampshire,9708,1283000.0,756.66,0.0,1.0,16.0,65.0,5.0,65.5,43.8,21.1,4.9,"55,567",4.0,19.3,68.7,12.0,15.7,5.0,26.6,30.0,0.983,193.69,22.29
7979,2003,All causes,Nevada,17858,2238000.0,797.94,1.0,1.0,16.0,75.0,3.0,69.0,49.9,32.2,2.8,"45,184",43.0,22.9,66.1,11.0,17.6,8.8,25.8,32.6,1.01,184.9,13.81
7980,2003,All causes,Nebraska,15465,1735000.0,891.3500000000001,1.0,1.0,16.0,75.0,3.0,71.8,48.8,25.7,4.1,"43,974",14.0,24.8,61.6,13.6,15.4,7.1,32.0,30.6,0.998,192.45,26.57
7981,2003,All causes,Montana,8467,917000.0,923.34,1.0,1.0,15.0,75.0,4.0,64.2,42.7,21.2,3.6,"34,108",13.0,21.8,64.8,13.4,17.2,6.8,25.5,29.0,1.004,201.42,25.629999999999995
7982,2003,All causes,Missouri,55582,5706000.0,974.1,0.0,1.0,16.0,70.0,5.0,75.4,54.5,32.3,4.5,"43,762",15.0,22.6,63.9,13.5,20.8,7.9,31.7,32.0,0.965,216.51,22.66
7983,2003,All causes,Mississippi,28489,2868000.0,993.34,1.0,0.0,16.0,70.0,5.0,79.5,63.4,46.7,3.2,"32,728",6.0,23.9,64.0,12.1,22.2,7.6,37.3,40.8,0.941,207.81,20.33
7984,2003,All causes,Minnesota,37620,5052000.0,744.66,1.0,1.0,16.0,70.0,2.0,66.8,41.2,12.5,4.7,"52,823",2.0,23.3,64.6,12.1,14.5,7.1,27.8,26.6,0.995,181.77,24.6
7985,2003,All causes,Michigan,86728,10075000.0,860.82,0.0,0.0,16.0,70.0,3.0,66.2,44.4,21.7,3.5,"45,022",29.0,21.8,65.9,12.3,19.3,8.3,32.5,34.7,0.971,195.66,21.17
7986,2003,All causes,Massachusetts,56291,6439000.0,874.22,1.0,0.0,16.5,65.0,2.0,68.0,47.9,27.4,4.3,"50,955",25.0,20.0,66.5,13.5,13.7,6.0,23.6,28.6,0.945,210.45,24.99
7987,2003,All causes,Maryland,44499,5494000.0,809.96,1.0,1.0,16.5,65.0,1.0,73.3,54.2,34.7,2.7,"52,314",31.0,22.3,66.4,11.3,13.8,8.3,29.9,32.4,0.9420000000000001,187.33,15.740000000000002
7988,2003,All causes,Maine,12540,1303000.0,962.39,1.0,0.0,16.0,75.0,5.0,63.7,41.0,16.8,4.4,"37,113",12.0,18.9,66.7,14.4,17.3,6.5,29.9,34.8,0.961,239.45,35.84
7989,2003,All causes,Louisiana,42719,4474000.0,954.83,1.0,0.0,16.0,75.0,3.0,81.1,66.4,50.9,4.0,"33,507",42.0,23.7,64.7,11.6,23.1,8.0,35.5,39.0,0.956,213.08,26.46
7990,2003,All causes,Kentucky,40241,4114000.0,978.15,1.0,1.0,16.5,70.0,4.0,74.5,55.6,35.9,3.4,"36,936",27.0,22.7,64.8,12.5,24.6,8.2,34.2,39.4,0.971,227.95,26.06
7991,2003,All causes,Kansas,24593,2722000.0,903.49,0.0,0.0,16.0,75.0,5.0,76.4,54.3,31.9,2.8,"44,232",16.0,24.5,62.2,13.3,17.4,6.9,31.2,32.8,0.995,195.89,28.69
7992,2003,All causes,Iowa,28062,2936000.0,955.79,1.0,0.0,16.0,70.0,3.0,71.6,47.8,21.7,3.2,"41,384",9.0,23.3,61.8,14.9,17.1,7.2,32.0,31.5,0.987,220.33,30.21
7993,2003,All causes,Indiana,55968,6185000.0,904.9,0.0,1.0,16.25,70.0,4.0,72.4,51.7,29.4,4.6,"42,425",48.0,23.6,64.0,12.4,21.8,8.7,32.5,35.2,0.972,209.1,24.49
7994,2003,All causes,Illinois,105325,12625000.0,834.2599999999999,1.0,1.0,16.0,65.0,2.0,73.4,51.8,28.3,2.9,"45,153",47.0,22.6,65.3,12.1,15.5,9.6,31.6,32.2,0.9670000000000001,193.77,20.8
7995,2003,All causes,Idaho,10380,1364000.0,761.0,0.0,1.0,15.0,75.0,5.0,63.7,44.4,25.4,2.1,"42,372",20.0,25.8,62.9,11.3,14.3,6.7,27.4,29.8,1.01,170.16,26.03
7996,2003,All causes,Hawaii,8978,1240000.0,724.0300000000002,1.0,1.0,16.0,60.0,1.0,72.2,70.0,67.4,4.4,"51,834",36.0,21.4,65.3,13.3,12.8,5.8,23.8,30.6,1.0070000000000001,172.01999999999995,12.98
7997,2003,All causes,Georgia,66478,8740000.0,760.62,1.0,1.0,16.0,70.0,4.0,78.7,63.5,47.8,4.4,"42,438",32.0,24.1,66.3,9.6,17.5,8.6,31.4,33.1,0.946,160.54999999999995,18.65
7998,2003,All causes,Florida,168657,16959000.0,994.5,0.0,1.0,16.0,70.0,4.0,81.0,70.7,59.4,3.9,"38,972",33.0,20.0,62.4,17.6,16.1,7.1,27.4,34.6,0.956,232.35,25.45
7999,2003,All causes,District of Columbia,5573,577000.0,965.86,,,,,,,,,,,,,,,,,,,0.902,194.45,16.46
8000,2003,All causes,Delaware,7070,816000.0,866.42,1.0,1.0,16.5,65.0,2.0,74.2,55.3,36.1,4.3,"49,019",24.0,21.3,65.7,13.0,17.0,8.6,30.7,34.9,0.938,210.66,18.01
8001,2003,All causes,Connecticut,29627,3473000.0,853.0699999999998,1.0,0.0,16.333,65.0,3.0,69.2,49.0,28.5,4.5,"54,965",38.0,20.7,65.5,13.8,12.7,7.7,26.0,30.5,0.953,205.33,17.62
8002,2003,All causes,Colorado,29506,4555000.0,647.77,1.0,1.0,16.0,75.0,3.0,65.2,45.1,25.8,3.0,"49,940",10.0,22.5,67.8,9.7,14.6,6.7,22.3,25.9,1.012,140.88,19.74
8003,2003,All causes,California,239371,35377000.0,676.63,1.0,0.0,16.0,70.0,1.0,73.4,59.4,46.2,4.3,"49,300",50.0,22.9,66.5,10.6,11.3,11.9,25.0,28.4,0.988,153.54000000000005,18.61
8004,2003,All causes,Arkansas,27918,2720000.0,1026.4,0.0,0.0,16.0,70.0,3.0,78.8,60.4,41.5,3.8,"32,002",7.0,23.5,62.5,14.0,22.3,7.1,35.7,41.3,0.971,224.96,20.29
8005,2003,All causes,Arizona,43392,5579000.0,777.77,0.0,0.0,16.0,75.0,5.0,78.1,60.3,43.6,4.9,"41,166",39.0,23.3,63.7,13.0,15.6,9.7,29.0,30.7,0.988,172.56,30.53
8006,2003,All causes,Alaska,3180,651000.0,488.48,1.0,0.0,16.0,65.0,5.0,52.3,26.6,2.6,7.3,"51,837",19.0,25.0,69.3,5.7,21.0,7.4,31.4,31.8,1.09,112.9,8.6
8007,2003,All causes,Alabama,46716,4488000.0,1040.91,0.0,0.0,16.0,70.0,4.0,78.6,62.8,46.5,3.8,"37,255",35.0,22.5,64.5,13.0,20.9,8.4,35.7,41.9,0.938,218.63,28.25
8008,2002,Unintentional injuries,Wyoming,289,497000.0,58.15,1.0,1.0,16.0,75.0,5.0,63.5,42.0,21.2,3.9,"39,763",11.0,23.6,64.7,11.7,18.7,5.0,27.7,30.8,1.043,172.84,24.55
8009,2002,Unintentional injuries,Wisconsin,2274,5445000.0,41.76000000000001,1.0,1.0,16.0,65.0,4.0,66.8,43.1,17.2,2.9,"45,903",3.0,22.1,64.8,13.1,16.0,6.8,30.7,30.8,0.988,198.86,24.68
8010,2002,Unintentional injuries,West Virginia,956,1800000.0,53.11,0.0,0.0,16.0,70.0,5.0,70.2,51.8,32.8,5.4,"29,359",45.0,22.4,62.3,15.3,26.0,7.8,37.7,43.5,0.977,258.44,22.5
8011,2002,Unintentional injuries,Washington,2203,6062000.0,36.34,1.0,1.0,16.0,70.0,3.0,63.8,48.3,33.0,4.8,"45,183",21.0,22.2,66.6,11.2,13.5,8.0,28.6,29.5,0.988,179.12,36.21
8012,2002,Unintentional injuries,Virginia,2479,7282000.0,34.04,1.0,0.0,16.25,70.0,4.0,73.2,55.1,36.8,3.4,"49,631",41.0,22.1,66.7,11.2,16.4,7.2,29.0,32.4,0.9670000000000001,186.79,18.790000000000006
8013,2002,Unintentional injuries,Vermont,240,615000.0,39.02,0.0,0.0,16.0,65.0,5.0,65.1,42.9,19.4,2.8,"42,999",26.0,18.7,68.6,12.7,15.8,5.2,27.1,30.4,0.975,199.02,26.5
8014,2002,Unintentional injuries,Utah,714,2337000.0,30.55,0.0,0.0,16.0,75.0,4.0,69.6,48.6,28.2,3.1,"47,861",22.0,29.9,61.6,8.5,8.9,8.3,25.4,24.5,1.016,101.67,12.97
8015,2002,Unintentional injuries,United States,106742,287888000.0,37.08,,,,,,,,,,"42,409",,,,,,,,,,193.57,20.45
8016,2002,Unintentional injuries,Texas,8232,21730000.0,37.88,1.0,1.0,16.0,85.0,4.0,81.1,64.8,47.9,4.0,"40,149",46.0,26.0,64.1,9.9,15.7,8.6,34.8,32.5,0.987,157.22,17.46
8017,2002,Unintentional injuries,Tennessee,2744,5802000.0,47.29,0.0,0.0,16.0,70.0,4.0,75.6,57.6,39.1,3.4,"37,030",28.0,22.4,65.2,12.4,22.6,7.7,29.6,38.7,0.95,215.75000000000003,22.39
8018,2002,Unintentional injuries,South Dakota,348,762000.0,45.67,1.0,0.0,14.25,75.0,4.0,69.9,45.2,19.5,4.4,"37,873",5.0,24.7,61.0,14.3,19.3,5.4,32.3,30.8,1.0170000000000001,204.99,21.92
8019,2002,Unintentional injuries,South Carolina,1972,4105000.0,48.04,1.0,0.0,15.5,70.0,3.0,78.4,62.4,46.1,4.5,"37,812",30.0,22.0,65.9,12.1,18.8,7.4,26.6,38.1,0.9420000000000001,203.0,23.56
